Account Number,Date,Revenue Amount (USD),Type,Fund,Campaign,Appeal,Primary City,Primary State,Primary ZIP Code
579,2020-10-22,25,Donation,Unrestricted,A THREAD of Hopeful Giving,,Westerville,OH,43082-8625
1578,2020-10-22,75,Donation,Unrestricted,A THREAD of Hopeful Giving,,Fairmont,WV,26554
430,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Beavercreek,OH,45434
2074,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Kent,OH,44240-6320
8305,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43221-3325
2049,2020-10-22,250,Donation,Unrestricted,A THREAD of Hopeful Giving,,Chicago,IL,60625
865,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43235
8052,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43235
640,2020-10-22,250,Donation,Unrestricted,A THREAD of Hopeful Giving,,DUBLIN,OH,43017
8858,2020-10-22,250,Donation,Unrestricted,A THREAD of Hopeful Giving,,Wilton,CT,06897-1827
1325,2020-10-22,250,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43214
8857,2020-10-22,25,Donation,Unrestricted,A THREAD of Hopeful Giving,,Philadelphia,PA,15218
8856,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Kent,OH,44240-5901
1321,2020-10-22,150,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43221
1566,2020-10-22,500,Donation,Unrestricted,A THREAD of Hopeful Giving,,Darien,CT,06820-3204
8855,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Lexington,KY,40502-2891
222,2020-10-22,500,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43209
8001,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Oak Island,NC,28461
8854,2020-10-22,25,Donation,Unrestricted,A THREAD of Hopeful Giving,,Fairhope,AL,36532-7447
8853,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Madison Heights,MI,48071-2972
10126,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Westerville,OH,43082
8732,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43235
8058,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43220
8851,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Delafield,WI,53018-1632
2080,2020-10-22,250,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43206
8850,2020-10-22,25,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43220
8849,2020-10-22,150,Donation,Unrestricted,A THREAD of Hopeful Giving,,New Albany,OH,43054-8757
2139,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Galena,OH,43021
8847,2020-10-22,20,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43212-4600
8846,2020-10-22,500,Donation,Unrestricted,A THREAD of Hopeful Giving,,Hilliard,OH,43026-1642
8845,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Waterford,OH,45786-5317
8844,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Gahanna,OH,43230
825,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Saint James City,FL,33956
9677,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Sewickley,PA,15143
770,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Pataskala,OH,43062
8842,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Dublin,OH,43017-2173
8034,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Dublin,OH,43017-2175
8841,2020-10-22,20,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43221-3712
8840,2020-10-22,1000,Donation,Unrestricted,A THREAD of Hopeful Giving,,Dublin,OH,43017
8840,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Dublin,OH,43017
8839,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43220-4475
8838,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43221-3704
8072,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43221-4133
1631,2020-10-22,100,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43220
923,2020-10-22,250,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43221
1785,2020-10-22,25,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43220
1785,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43220
8264,2020-10-22,250,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43221-3620
1785,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43220
752,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43214
8302,2020-10-22,50,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43235
1405,2020-10-22,10.53,Recurring Donation Payment,Unrestricted,,,Lewis Center,OH,43035-6126
1972,2020-10-21,51.43,Donation,Unrestricted,A THREAD of Hopeful Giving,,Powell,OH,43065-9669
8825,2020-10-20,45.3,Donation,Unrestricted,A THREAD of Hopeful Giving,,Grove City,OH,43123-3939
163,2020-10-20,22.8,Recurring Donation Payment,Unrestricted,,,Powell,OH,43065
568,2020-10-19,45.3,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43221-3125
8824,2020-10-19,102.56,Donation,Unrestricted,A THREAD of Hopeful Giving,,Dublin,OH,43016-6041
477,2020-10-19,45.3,Donation,Unrestricted,A THREAD of Hopeful Giving,,Nashville,TN,37205
2071,2020-10-19,90.29,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43220-2221
8231,2020-10-18,20.76,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214-4014
1368,2020-10-16,255.93,Donation,Unrestricted,A THREAD of Hopeful Giving,,Dayton,OH,45429
2072,2020-10-16,1125.05,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43221
2544,2020-10-16,716.05,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43235
10238,2020-10-15,102.56,Donation,Unrestricted,,,Westerville,OH,43082
2072,2020-10-15,102.56,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43221
2139,2020-10-15,22.8,Recurring Donation Payment,Unrestricted,,,Galena,OH,43021
825,2020-10-15,50,Recurring Donation Payment,Unrestricted,,,Saint James City,FL,33956
383,2020-10-15,100,Recurring Donation Payment,Unrestricted,,,Bremerton,WA,98312
2117,2020-10-13,3000,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43215
1231,2020-10-12,20,Recurring Donation Payment,Unrestricted,,,Edgewater,FL,32132-6942
752,2020-10-12,102.56,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214
18,2020-10-11,5000,Donation,Unrestricted,,,,,
32,2020-10-11,100,Recurring Donation Payment,Unrestricted,,,St. James City,FL,33956
193,2020-10-11,30,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214-1721
1117,2020-10-10,25,Recurring Donation Payment,Unrestricted,,,Pleasant Hill,CA,94523-2624
10153,2020-10-09,1000,Donation,Unrestricted,A THREAD of Hopeful Giving,,Dublin,OH,43017
61,2020-10-05,25.87,Recurring Donation Payment,Unrestricted,,,West Jefferson,OH,43162-9658
2410,2020-10-01,100,Donation,Unrestricted,,,Columbus,OH,43214
344,2020-10-01,511.55,Donation,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43214
10238,2020-10-01,51.43,Donation,Unrestricted,,,Westerville,OH,43082
2544,2020-10-01,51.43,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
5,2020-10-01,51.43,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
91,2020-10-01,5,Recurring Donation Payment,Unrestricted,,,Goodyear,AZ,85395
2264,2020-10-01,15.64,Recurring Donation Payment,Unrestricted,,,Uniontown,OH,44685-7583
8001,2020-10-01,20,Recurring Donation Payment,Unrestricted,,,Oak Island,NC,28461
1701,2020-09-30,150,Donation,Unrestricted,,,Apache Junction,AZ,85120-8777
9765,2020-09-30,20.76,Recurring Donation Payment,Unrestricted,,,Galena,OH,43021
2544,2020-09-29,50,Recurring Donation Payment,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43235
686,2020-09-28,1022.8,Donation,Unrestricted,A THREAD of Hopeful Giving,,Upper Arlington,OH,43220
250,2020-09-28,25.87,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
8822,2020-09-26,45.3,Donation,Unrestricted,,,Ithaca,NY,14850-5261
866,2020-09-26,51.43,Recurring Donation Payment,Unrestricted,,,Uniontown,OH,44685
1334,2020-09-26,204.81,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43085-7216
2253,2020-09-25,50,Recurring Donation Payment,Unrestricted,,,Uniontown,OH,44685-6916
573,2020-09-22,250,Donation,Unrestricted,,,Redmond,WA,98052
1726,2020-09-22,50,Donation,Unrestricted,,,Grove City,OH,43123
1284,2020-09-22,500,Donation,Unrestricted,A THREAD of Hopeful Giving,,Slippery Rock,PA,16057
1284,2020-09-22,1000,Donation,Unrestricted,A THREAD of Hopeful Giving,,Slippery Rock,PA,16057
1405,2020-09-22,10.53,Recurring Donation Payment,Unrestricted,,,Lewis Center,OH,43035-6126
163,2020-09-20,22.8,Recurring Donation Payment,Unrestricted,,,Powell,OH,43065
622,2020-09-18,22.8,Donation,Unrestricted,,,COLUMBUS,OH,43214-3712
8231,2020-09-18,20.76,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214-4014
61,2020-09-17,51.43,Donation,Unrestricted,,,West Jefferson,OH,43162-9658
2072,2020-09-15,102.56,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43221
2139,2020-09-15,22.8,Recurring Donation Payment,Unrestricted,,,Galena,OH,43021
825,2020-09-15,50,Recurring Donation Payment,Unrestricted,,,Saint James City,FL,33956
383,2020-09-15,100,Recurring Donation Payment,Unrestricted,,,Bremerton,WA,98312
323,2020-09-12,102.56,Donation,Unrestricted,,,Powell,OH,43065
1231,2020-09-12,20,Recurring Donation Payment,Unrestricted,,,Edgewater,FL,32132-6942
752,2020-09-12,102.56,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214
32,2020-09-11,100,Recurring Donation Payment,Unrestricted,,,St. James City,FL,33956
193,2020-09-11,30,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214-1721
1533,2020-09-10,540,Donation,Unrestricted,,,,,
186,2020-09-10,100,Donation,Unrestricted,,,Columbus,OH,43231
8593,2020-09-10,100,Donation,Unrestricted,,,Powell,OH,43065
1294,2020-09-10,40,Donation,Unrestricted,,,Westerville,OH,43081-5539
1117,2020-09-10,25,Recurring Donation Payment,Unrestricted,,,Pleasant Hill,CA,94523-2624
61,2020-09-05,25.87,Recurring Donation Payment,Unrestricted,,,West Jefferson,OH,43162-9658
2544,2020-09-01,51.43,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
5,2020-09-01,51.43,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
91,2020-09-01,5,Recurring Donation Payment,Unrestricted,,,Goodyear,AZ,85395
2264,2020-09-01,15.64,Recurring Donation Payment,Unrestricted,,,Uniontown,OH,44685-7583
8001,2020-09-01,20,Recurring Donation Payment,Unrestricted,,,Oak Island,NC,28461
9765,2020-08-30,20.76,Recurring Donation Payment,Unrestricted,,,Galena,OH,43021
2544,2020-08-29,50,Recurring Donation Payment,Unrestricted,A THREAD of Hopeful Giving,,Columbus,OH,43235
250,2020-08-28,25.87,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
163,2020-08-27,45.3,Donation,Unrestricted,,,Powell,OH,43065
866,2020-08-26,51.43,Recurring Donation Payment,Unrestricted,,,Uniontown,OH,44685
1334,2020-08-26,204.81,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43085-7216
2253,2020-08-25,50,Recurring Donation Payment,Unrestricted,,,Uniontown,OH,44685-6916
862,2020-08-24,250,Donation,Unrestricted,2020 5k,,Powell,OH,43065
825,2020-08-24,,Soft Credit,Unrestricted,2020 5k,,Saint James City,FL,33956
32,2020-08-24,,Soft Credit,Unrestricted,2020 5k,,St. James City,FL,33956
1533,2020-08-24,554,Donation,Unrestricted,2020 5k,,,,
8572,2020-08-24,200,Donation,Unrestricted,2020 5k,,Saint James City,FL,33956
755,2020-08-22,51.43,Donation,Unrestricted,,,Westerville,OH,43082-8481
1405,2020-08-22,10.53,Recurring Donation Payment,Unrestricted,,,Lewis Center,OH,43035-6126
163,2020-08-20,22.8,Recurring Donation Payment,Unrestricted,,,Powell,OH,43065
8231,2020-08-18,20.76,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214-4014
91,2020-08-17,5,Recurring Donation Payment,Unrestricted,,,Goodyear,AZ,85395
752,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43214
655,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43221-4224
748,2020-08-16,20,Donation,Unrestricted,2020 5k,,Westerville,OH,43081-3771
748,2020-08-16,20,Donation,Unrestricted,2020 5k,,Westerville,OH,43081-3771
748,2020-08-16,20,Donation,Unrestricted,2020 5k,,Westerville,OH,43081-3771
668,2020-08-16,20,Donation,Unrestricted,2020 5k,,Westerville,OH,43081-3771
2155,2020-08-16,20,Donation,Unrestricted,2020 5k,,Lewis Center,OH,43035
8819,2020-08-16,20,Donation,Unrestricted,2020 5k,,Powell,OH,43065-9558
1866,2020-08-16,20,Donation,Unrestricted,2020 5k,,Dublin,OH,43017-8485
8673,2020-08-16,20,Donation,Unrestricted,2020 5k,,Dublin,OH,43017
61,2020-08-16,20,Donation,Unrestricted,2020 5k,,West Jefferson,OH,43162-9658
61,2020-08-16,20,Donation,Unrestricted,2020 5k,,West Jefferson,OH,43162-9658
573,2020-08-16,20,Donation,Unrestricted,2020 5k,,Redmond,WA,98052
573,2020-08-16,20,Donation,Unrestricted,2020 5k,,Redmond,WA,98052
573,2020-08-16,20,Donation,Unrestricted,2020 5k,,Redmond,WA,98052
573,2020-08-16,20,Donation,Unrestricted,2020 5k,,Redmond,WA,98052
573,2020-08-16,20,Donation,Unrestricted,2020 5k,,Redmond,WA,98052
2133,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43209-1861
8813,2020-08-16,20,Donation,Unrestricted,2020 5k,,,,
8812,2020-08-16,20,Donation,Unrestricted,2020 5k,,,,
10124,2020-08-16,20,Donation,Unrestricted,2020 5k,,GALENA,OH,43021
431,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43220
431,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43220
431,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43220
8427,2020-08-16,20,Donation,Unrestricted,2020 5k,,,,
8809,2020-08-16,20,Donation,Unrestricted,2020 5k,,,,
8667,2020-08-16,20,Donation,Unrestricted,2020 5k,,London,OH,43140-1053
8667,2020-08-16,20,Donation,Unrestricted,2020 5k,,London,OH,43140-1053
8807,2020-08-16,20,Donation,Unrestricted,2020 5k,,,,
2496,2020-08-16,20,Donation,Unrestricted,2020 5k,,Millersport,OH,43046
8442,2020-08-16,20,Donation,Unrestricted,2020 5k,,,,
834,2020-08-16,20,Donation,Unrestricted,2020 5k,,Zanesville,OH,43701-1250
8663,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43212-3901
8662,2020-08-16,20,Donation,Unrestricted,2020 5k,,Westerville,OH,43081-9306
8804,2020-08-16,20,Donation,Unrestricted,2020 5k,,,,
425,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43235-4078
313,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43215-5081
175,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43215-5081
2511,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43209-2247
1503,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43209
150,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43235-1160
150,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43235-1160
882,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43235-1160
150,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43235-1160
2447,2020-08-16,20,Donation,Unrestricted,2020 5k,,Yellow Springs,OH,45387-1702
476,2020-08-16,20,Donation,Unrestricted,2020 5k,,,,
1863,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43214-3837
9738,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43214
9738,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43214
726,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43220
726,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43220
726,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43220
726,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43220
1771,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43220-2805
726,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43220
8234,2020-08-16,20,Donation,Unrestricted,2020 5k,,Cincinnati,OH,45243-1035
8234,2020-08-16,20,Donation,Unrestricted,2020 5k,,Cincinnati,OH,45243-1035
108,2020-08-16,20,Donation,Unrestricted,2020 5k,,,,
590,2020-08-16,20,Donation,Unrestricted,2020 5k,,Washington,DC,20007
281,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43209-2529
2481,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43220-4431
8792,2020-08-16,20,Donation,Unrestricted,2020 5k,,,,
302,2020-08-16,20,Donation,Unrestricted,2020 5k,,Powell,OH,43065-8805
302,2020-08-16,20,Donation,Unrestricted,2020 5k,,Powell,OH,43065-8805
302,2020-08-16,20,Donation,Unrestricted,2020 5k,,Powell,OH,43065-8805
97,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43085-3827
97,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43085-3827
97,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43085-3827
97,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43085-3827
8653,2020-08-16,20,Donation,Unrestricted,2020 5k,,Canal Winchester,OH,43110-9632
8653,2020-08-16,20,Donation,Unrestricted,2020 5k,,Canal Winchester,OH,43110-9632
8653,2020-08-16,20,Donation,Unrestricted,2020 5k,,Canal Winchester,OH,43110-9632
8653,2020-08-16,20,Donation,Unrestricted,2020 5k,,Canal Winchester,OH,43110-9632
8653,2020-08-16,20,Donation,Unrestricted,2020 5k,,Canal Winchester,OH,43110-9632
1867,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43235-1138
1868,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43235-1138
2544,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43235
838,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43235-1138
2544,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43235
245,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43214
245,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43214
245,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43214
245,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43214
1424,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43235
1424,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43235
1424,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43235
1424,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43235
10238,2020-08-16,20,Donation,Unrestricted,2020 5k,,Westerville,OH,43082
10238,2020-08-16,20,Donation,Unrestricted,2020 5k,,Westerville,OH,43082
10238,2020-08-16,20,Donation,Unrestricted,2020 5k,,Westerville,OH,43082
10238,2020-08-16,20,Donation,Unrestricted,2020 5k,,Westerville,OH,43082
8766,2020-08-16,20,Donation,Unrestricted,2020 5k,,,,
8766,2020-08-16,20,Donation,Unrestricted,2020 5k,,,,
1351,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43221
1351,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43221
1351,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43221
8623,2020-08-16,20,Donation,Unrestricted,2020 5k,,Powell,OH,43065
1351,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43221
8760,2020-08-16,20,Donation,Unrestricted,2020 5k,,,,
2404,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43231
186,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43231
535,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43214
1887,2020-08-16,20,Donation,Unrestricted,2020 5k,,COLUMBUS,OH,43220
435,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43220
1765,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43221
850,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43221
850,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43221
1865,2020-08-16,20,Donation,Unrestricted,2020 5k,,Columbus,OH,43229-1551
8310,2020-08-16,20,Donation,Unrestricted,2020 5k,,Plain City,OH,43064
8310,2020-08-16,20,Donation,Unrestricted,2020 5k,,Plain City,OH,43064
8310,2020-08-16,20,Donation,Unrestricted,2020 5k,,Plain City,OH,43064
8310,2020-08-16,20,Donation,Unrestricted,2020 5k,,Plain City,OH,43064
8755,2020-08-16,20,Donation,Unrestricted,2020 5k,,,,
8749,2020-08-16,20,Donation,Unrestricted,2020 5k,,,,
8749,2020-08-16,20,Donation,Unrestricted,2020 5k,,,,
8749,2020-08-16,20,Donation,Unrestricted,2020 5k,,,,
8751,2020-08-16,20,Donation,Unrestricted,2020 5k,,,,
8750,2020-08-16,20,Donation,Unrestricted,2020 5k,,,,
8749,2020-08-16,20,Donation,Unrestricted,2020 5k,,,,
2427,2020-08-16,20,Donation,Unrestricted,2020 5k,,Goodyear,AZ,85395
896,2020-08-16,20,Donation,Unrestricted,2020 5k,,Saint James City,FL,33956-0232
